password,score,label
1254757,4,weak
9936777,0,weak
1810098,4,weak
6433,0,weak
472774,0,weak
63202,0,weak
2373219,4,weak
98920,0,weak
9880285,4,weak
9843,0,weak
35017,0,weak
056343,0,weak
3338587,0,weak
7077509,4,weak
3776171,4,weak
2200141,4,weak
45929,0,weak
82404,0,weak
94048,0,weak
892588,0,weak
631675,0,weak
872842,0,weak
474938,0,weak
8582,0,weak
41053,0,weak
4301490,4,weak
904449,0,weak
912849,0,weak
48261,0,weak
55810,0,weak
1489,0,weak
90119,0,weak
696601,0,weak
305968,0,weak
78842,0,weak
658206,0,weak
175422,0,weak
8668352,4,weak
4978624,4,weak
00819,0,weak
10765,0,weak
4169559,4,weak
86333,0,weak
0821,0,weak
4978487,4,weak
6978181,4,weak
449182,0,weak
9974767,4,weak
317921,0,weak
589664,0,weak
4755,0,weak
0346748,4,weak
9623543,4,weak
8653,0,weak
5094,0,weak
0008589,0,weak
5976,0,weak
764555,0,weak
8937,0,weak
52606,0,weak
0172664,4,weak
2109355,4,weak
0119,0,weak
07721,0,weak
3585546,4,weak
3018,0,weak
796979,0,weak
11854,0,weak
087487,0,weak
2167709,4,weak
89754,0,weak
610403,0,weak
648980,0,weak
5511,0,weak
5571876,4,weak
38280,0,weak
696892,0,weak
9934740,4,weak
378968,0,weak
197315,0,weak
2285,0,weak
8556,0,weak
961493,0,weak
0371090,4,weak
0841198,4,weak
01658,0,weak
4717,0,weak
90527,0,weak
42463,0,weak
345922,0,weak
7260,0,weak
4121,0,weak
85927,0,weak
97761,0,weak
21021,0,weak
4341,0,weak
8346,0,weak
426238,0,weak
49424,0,weak
08042,0,weak
1221747,4,weak
5364,0,weak
892441,0,weak
63956,0,weak
17562,0,weak
705822,0,weak
76567,0,weak
69093,0,weak
5011372,4,weak
566953,0,weak
4120342,4,weak
445618,0,weak
40457,0,weak
6941,0,weak
20294,0,weak
688096,0,weak
8756,0,weak
06566,0,weak
9497,0,weak
152506,0,weak
751795,0,weak
182018,0,weak
14621,0,weak
7737,0,weak
846813,0,weak
35681,0,weak
21128,0,weak
778595,0,weak
819559,0,weak
1843697,4,weak
1274,0,weak
8169,0,weak
75853,0,weak
01872,0,weak
5682,0,weak
3523,0,weak
80481,0,weak
60144,0,weak
7312,0,weak
077768,0,weak
0176,0,weak
0190,0,weak
069013,0,weak
6752215,4,weak
65449,0,weak
1826,0,weak
3454,0,weak
5022,0,weak
607213,0,weak
2122,0,weak
303157,0,weak
6024,0,weak
6706699,4,weak
10898,0,weak
815506,0,weak
965482,0,weak
37502,0,weak
61467,0,weak
412473,0,weak
2370882,4,weak
1932817,4,weak
362990,0,weak
4378,0,weak
7735,0,weak
82716,0,weak
6326,0,weak
292738,0,weak
581788,0,weak
0557,0,weak
5615,0,weak
41690,0,weak
8799657,4,weak
909877,0,weak
0189,0,weak
5345,0,weak
2347,0,weak
785999,0,weak
36380,0,weak
8865,0,weak
5234,0,weak
5741,0,weak
96504,0,weak
302077,0,weak
54786,0,weak
294975,0,weak
1170,0,weak
9808,0,weak
380801,0,weak
0929723,4,weak
8515,0,weak
6476125,4,weak
291357,0,weak
7328975,4,weak
0237064,4,weak
6035,0,weak
8210,0,weak
9517766,4,weak
8686776,4,weak
0517565,4,weak
31053,0,weak
98188,0,weak
21945,0,weak
4694,0,weak
6448612,4,weak
52663,0,weak
85650,0,weak
889811,0,weak
3581536,4,weak
6055369,4,weak
04466,0,weak
78339,0,weak
2125,0,weak
57828,0,weak
8170,0,weak
6939193,4,weak
06839,0,weak
0056,0,weak
060704,0,weak
85896,0,weak
03628,0,weak
4217414,4,weak
6535087,4,weak
9995907,0,weak
3550,0,weak
14019,0,weak
713915,0,weak
4299,0,weak
0132,0,weak
2561453,4,weak
1485,0,weak
209831,0,weak
2084204,4,weak
835997,0,weak
6110104,4,weak
11591,0,weak
747624,0,weak
85881,0,weak
435474,0,weak
4914084,4,weak
5880731,4,weak
16319,0,weak
039964,0,weak
75719,0,weak
33450,0,weak
265789,0,weak
80306,0,weak
65956,0,weak
626865,0,weak
6245,0,weak
9706092,4,weak
4459194,4,weak
7906945,4,weak
5854488,4,weak
35477,0,weak
606673,0,weak
868737,0,weak
650125,0,weak
821543,0,weak
38266,0,weak
67878,0,weak
81999,0,weak
426917,0,weak
1939192,4,weak
36618,0,weak
5339,0,weak
5995034,4,weak
821616,0,weak
9144,0,weak
1832,0,weak
0330,0,weak
433173,0,weak
84852,0,weak
4306918,4,weak
2707,0,weak
46915,0,weak
5687032,4,weak
489597,0,weak
0375744,4,weak
817598,0,weak
535973,0,weak
119998,0,weak
9090013,4,weak
58026,0,weak
7800,0,weak
456476,0,weak
385359,0,weak
1969487,4,weak
610357,0,weak
92902,0,weak
78118,0,weak
21803,0,weak
0785,0,weak
2174014,4,weak
6113,0,weak
3736438,4,weak
3657,0,weak
3621087,4,weak
6142,0,weak
7796999,0,weak
119924,0,weak
97765,0,weak
252167,0,weak
78539,0,weak
446782,0,weak
2952287,4,weak
1488,0,weak
0541365,4,weak
7278199,4,weak
10691,0,weak
378518,0,weak
748645,0,weak
3277351,4,weak
9797800,4,weak
230573,0,weak
0812788,4,weak
7619,0,weak
601285,0,weak
6104,0,weak
0646136,4,weak
11899,0,weak
4606701,4,weak
1906013,4,weak
9167054,4,weak
201663,0,weak
1710,0,weak
7661,0,weak
853153,0,weak
8573,0,weak
780768,0,weak
75375,0,weak
7241,0,weak
43333,0,weak
20987,0,weak
1401,0,weak
45216,0,weak
7948021,4,weak
591391,0,weak
2722,0,weak
0399,0,weak
3830469,4,weak
289281,0,weak
400017,0,weak
0097,0,weak
13701,0,weak
5586,0,weak
1581300,4,weak
4107,0,weak
008352,0,weak
141104,0,weak
553442,0,weak
2539,0,weak
61899,0,weak
8413021,4,weak
0024196,4,weak
7705,0,weak
1206559,4,weak
8567,0,weak
536731,0,weak
658288,0,weak
7542044,4,weak
8352,0,weak
9914945,4,weak
21317,0,weak
599407,0,weak
149604,0,weak
8510016,4,weak
6628,0,weak
2675,0,weak
9804085,4,weak
958899,0,weak
317483,0,weak
54540,0,weak
00543,0,weak
8115,0,weak
506018,0,weak
754917,0,weak
5994625,4,weak
72774,0,weak
445246,0,weak
33195,0,weak
1689726,4,weak
5794251,4,weak
0511937,4,weak
2509972,4,weak
5568124,4,weak
6008009,4,weak
5773,0,weak
98712,0,weak
8390250,4,weak
779397,0,weak
1103012,4,weak
7484,0,weak
8905755,4,weak
5978,0,weak
8124481,4,weak
86969,0,weak
6582936,4,weak
3556835,4,weak
801151,0,weak
9298014,4,weak
6085782,4,weak
296153,0,weak
3006,0,weak
829209,0,weak
6298644,4,weak
720734,0,weak
445049,0,weak
915642,0,weak
243167,0,weak
703362,0,weak
0948,0,weak
1297,0,weak
9463130,4,weak
1170,0,weak
988276,0,weak
0951,0,weak
4451058,4,weak
470849,0,weak
7864111,0,weak
52742,0,weak
678543,0,weak
32531,0,weak
58379,0,weak
0926,0,weak
631181,0,weak
17476,0,weak
6680477,4,weak
66611,0,weak
85310,0,weak
3058079,4,weak
2713,0,weak
35828,0,weak
880887,0,weak
5734,0,weak
504922,0,weak
248253,0,weak
4647,0,weak
0678,0,weak
251456,0,weak
8545518,4,weak
3947,0,weak
1862288,4,weak
7112524,4,weak
27116,0,weak
0918218,4,weak
7521,0,weak
8028,0,weak
0543,0,weak
9566,0,weak
7158130,4,weak
9259,0,weak
60504,0,weak
7751349,4,weak
870170,0,weak
9082373,4,weak
3904,0,weak
4006920,4,weak
7899,0,weak
8516,0,weak
745077,0,weak
4253754,4,weak
6755556,0,weak
4964,0,weak
3351,0,weak
8580519,4,weak
47949,0,weak
33087,0,weak
997359,0,weak
4476,0,weak
43105,0,weak
26594,0,weak
16450,0,weak
8892,0,weak
218324,0,weak
3718,0,weak
18405,0,weak
0398,0,weak
2018289,4,weak
96882,0,weak
0598,0,weak
12409,0,weak
3997,0,weak
007967,0,weak
0596,0,weak
8180108,4,weak
287051,0,weak
4856,0,weak
9279,0,weak
8537,0,weak
267545,0,weak
84129,0,weak
4797,0,weak
92352,0,weak
0317,0,weak
2142977,4,weak
2783940,4,weak
947452,0,weak
895593,0,weak
39992,0,weak
53089,0,weak
3430,0,weak
1570099,4,weak
146766,0,weak
00179,0,weak
6618,0,weak
6071073,4,weak
39296,0,weak
8619,0,weak
801489,0,weak
3389,0,weak
966266,0,weak
4080,0,weak
7845975,4,weak
696809,0,weak
969706,0,weak
0398,0,weak
0692026,4,weak
9936,0,weak
93723,0,weak
130095,0,weak
6349,0,weak
0342,0,weak
95618,0,weak
65259,0,weak
803478,0,weak
326802,0,weak
3132425,4,weak
65722,0,weak
807008,0,weak
8026954,4,weak
219032,0,weak
60839,0,weak
3857535,4,weak
05541,0,weak
2848,0,weak
78135,0,weak
2986,0,weak
04031,0,weak
1490,0,weak
09515,0,weak
7654752,4,weak
357854,0,weak
1635777,0,weak
47680,0,weak
6194153,4,weak
869174,0,weak
0565,0,weak
19002,0,weak
679870,0,weak
577677,0,weak
02096,0,weak
81439,0,weak
2707,0,weak
54843,0,weak
6837,0,weak
94435,0,weak
10015,0,weak
6890280,4,weak
59290,0,weak
87803,0,weak
10894,0,weak
5353,0,weak
8947837,4,weak
05333,0,weak
773093,0,weak
66124,0,weak
3611,0,weak
34809,0,weak
241836,0,weak
216869,0,weak
9560646,4,weak
976532,0,weak
887924,0,weak
86322,0,weak
90607,0,weak
854373,0,weak
7366474,4,weak
799319,0,weak
3483955,4,weak
4911,0,weak
359599,0,weak
581317,0,weak
538182,0,weak
8227511,4,weak
9299,0,weak
28983,0,weak
828446,0,weak
2960561,4,weak
911350,0,weak
328671,0,weak
2866046,4,weak
89664,0,weak
882445,0,weak
6410208,4,weak
889093,0,weak
0946,0,weak
01481,0,weak
0396197,4,weak
4101,0,weak
6317176,4,weak
56421,0,weak
938622,0,weak
16826,0,weak
03468,0,weak
72245,0,weak
4009,0,weak
5349,0,weak
81001,0,weak
0699296,4,weak
79476,0,weak
524242,0,weak
29261,0,weak
95672,0,weak
39857,0,weak
19438,0,weak
269287,0,weak
8281037,4,weak
124389,0,weak
6306,0,weak
71652,0,weak
2843077,4,weak
3201,0,weak
3470,0,weak
325653,0,weak
54480,0,weak
8019,0,weak
0841,0,weak
1022,0,weak
9645409,4,weak
2144067,4,weak
43743,0,weak
6426265,4,weak
266330,0,weak
110108,0,weak
439549,0,weak
0019435,4,weak
4244394,4,weak
33608,0,weak
0232,0,weak
07956,0,weak
4166162,4,weak
03403,0,weak
1142,0,weak
203258,0,weak
632629,0,weak
892277,0,weak
639572,0,weak
242882,0,weak
10346,0,weak
7258685,4,weak
019974,0,weak
6140,0,weak
383274,0,weak
458120,0,weak
583072,0,weak
8173,0,weak
72833,0,weak
551568,0,weak
5489,0,weak
92322,0,weak
320950,0,weak
21816,0,weak
02322,0,weak
60245,0,weak
7505993,4,weak
52791,0,weak
6942,0,weak
2938027,4,weak
918623,0,weak
43891,0,weak
19621,0,weak
35120,0,weak
2240,0,weak
6449,0,weak
4476,0,weak
738023,0,weak
0997,0,weak
810297,0,weak
1209,0,weak
0796,0,weak
28087,0,weak
657984,0,weak
3217689,4,weak
3628,0,weak
1663801,4,weak
8563,0,weak
797122,0,weak
47011,0,weak
9145,0,weak
69587,0,weak
6884,0,weak
8467,0,weak
53562,0,weak
138741,0,weak
99725,0,weak
13213,0,weak
6628399,4,weak
6822,0,weak
490555,0,weak
048036,0,weak
073742,0,weak
36295,0,weak
424431,0,weak
500351,0,weak
03715,0,weak
0997,0,weak
05365,0,weak
44714,0,weak
690332,0,weak
6502,0,weak
2580,0,weak
71808,0,weak
9107,0,weak
7585,0,weak
9207135,4,weak
3978,0,weak
0355,0,weak
4523373,4,weak
2877141,4,weak
611981,0,weak
13026,0,weak
71799,0,weak
0848,0,weak
5565565,4,weak
15084,0,weak
7770,0,weak
975138,0,weak
3082,0,weak
3IawQ50MOJLd&,76,strong
ZU51kI32F,58,medium
nD3fuhNHY,58,medium
kCpI7g8lPXm#,74,strong
P0Tn3CL1,56,medium
RV6b7DxOAN#,72,strong
N5G1Ypeh,56,medium
h4RvKJHpQvE,64,medium
9Yjyw7yx^,66,medium
ZiBtFJ7vnqAN,66,medium
2JLBMiMA9s,61,medium
MEIIKtQpvMJz$,68,medium
X0gCrC6vyKYg!,76,strong
raLPFya7h3&,72,strong
7cyI3bHqZ@,69,medium
a2JlPcDPH*,69,medium
ZUgv9oj7W4$,72,strong
QSVzK1KN^,66,medium
sIVlBH09AJF,64,medium
OGk2XbNm@,66,medium
o4s8iKcE,56,medium
I5YxsciWh4L,64,medium
i5Vl1hao5Os,64,medium
EDyHQuLLuf,53,medium
HtEfiuvgR,50,medium
dTyO65eSD5NN,66,medium
AqNTMIStu%,61,medium
QvStz8uwf^,69,medium
GNwLqCqo$,58,medium
Vs2T0sZ0hJ,61,medium
Cq0LcoFbmGA2$,76,strong
ZGLl6FF3Y,58,medium
XDDaZAtdlB^,64,medium
5TDXFgJgA,58,medium
rxfDU5Ky59&,72,strong
KJ3NA8vLJ,58,medium
gHIDJGo5,56,medium
ffKPsrOyT,50,medium
sU3PSKBI2Z3u,66,medium
UhGgKleUCH,53,medium
YsHN4Cfa%,66,medium
5YWXmE2GyG$,72,strong
nFU0hfp9,56,medium
e6uaYTM47SNk*,76,strong
ctIAAmZxMOUH*,68,medium
VPmPbUho,48,medium
p1hJDi1v&,66,medium
JQuHgFhr#,58,medium
nCy45XGmUi,61,medium
QFLJmpMRM,50,medium
fNsPfuxxKJw,56,medium
gryQciFo,48,medium
bjK9OzvpkfY&,74,strong
cg9C6NmH,56,medium
zq87cPHi8a&,72,strong
A5FgNPCGJ,58,medium
5JJcEqU41,58,medium
JkH16FV2,56,medium
gRZVH3iEC3&,72,strong
79WU0YWVcsmF,66,medium
FmDOwFTn*,58,medium
apoaa46vFNz#,74,strong
iqkcqOk13LS*,74,strong
aUedQQ0qJ^,69,medium
0NdDMgNiU,58,medium
bTIjyp5zlx9,64,medium
laZRPkgHM%,61,medium
GgxdaHBOd5W^,74,strong
yXSewzHbv,50,medium
bfpuX7bCMf,61,medium
OkfmYJUD&,58,medium
ihXp1SrzgEJ,64,medium
Dappd8ZV#,66,medium
wfyil4qf7,50,medium
KsZXDlMm^,58,medium
f5DeCYSb8i,61,medium
KvxigPt5K0&,72,strong
29RTX2pIX4FA&,76,strong
4FqCbUBO,56,medium
gcs0iBczTV5V,66,medium
y7MZW8rqB,58,medium
FhJGtAj1#,66,medium
UE6ja3amn!,69,medium
GpsSzogaGJW9@,76,strong
Xb70xUMYiE5,64,medium
P6JCScaXuH0f,66,medium
A9ycbK0KrnA3,66,medium
7ff2tPIwq,58,medium
7t8lq0awuozb%,68,medium
KR1Ajddi2S,61,medium
4QjinB5ra7yc@,76,strong
quio4Nlt6n9%,74,strong
jfV6IuIQ,56,medium
W8vbP3hbC!,69,medium
AbfIGCbSUk,53,medium
J9Mefb46S&,69,medium
UnY34UtS8sl*,74,strong
90sZbMuaEUM%,74,strong
0qv7f9HktgQ,64,medium
y9F0RyvRy#,69,medium
87MB90B1qM,61,medium
PJNwc8gF,56,medium
98htqmdT2UH,64,medium
fXApTwwJk,50,medium
XNfhPLVHej&,64,medium
tuKr2FleG,58,medium
H9z1b0Y9lj2%,74,strong
Xl1hytUG$,66,medium
iSNFddk9mKI,64,medium
4dfr6n4DhgQU,66,medium
VIcU2U2j9vS,64,medium
SqKr8CG1,56,medium
e7vukhDk,56,medium
GaiDVSD6gbQ*,74,strong
imKVNxDWH,50,medium
c2Ig3lraS,58,medium
C8bkp1mVny@,72,strong
KWxPxvCyDyB,56,medium
BQp04wU2^,66,medium
T03Zya5n%,66,medium
rnUgHniHs!,61,medium
sgAYea1c@,66,medium
DwYIysSpP61@,74,strong
abhV4AVj,56,medium
W1hDItV1iV44@,76,strong
oxIFvqx6c,58,medium
CoxjWAT9VACi*,76,strong
bmZCwXUD,48,medium
DSnEtoalB,50,medium
FuCldIuVyG,53,medium
lGsczpaOxmD$,66,medium
mI5DQwh3AF,61,medium
zPbq4GyQ^,66,medium
WqvbGZVDJU,53,medium
KB6WtQTzdD,61,medium
EvpBeRbZGjl&,66,medium
Cmdk6jgVZ,58,medium
AhEAdsMHhqI,56,medium
ckgAJm1lb&,69,medium
Xa93lyEeAbeC,66,medium
5Xe5BW3Q,56,medium
KmzCprJ01B,61,medium
AoIH7cy5qjv,64,medium
uRnLhR9EHf3h^,76,strong
sVYdZSCO,48,medium
1Is8KqUKbSF,64,medium
YzEwz2kHP5,61,medium
KkV4W62oc!,69,medium
n3vlmakwcY4X!,76,strong
MT9rXQc1,56,medium
YrWMUp2sp4Ki,66,medium
vUHNhZWU!,58,medium
WUy4LM6hpEm,64,medium
KrealWqfmB,53,medium
KlBRgxSh,48,medium
Dj0Nyx3ibM$,72,strong
aKO23tid@,66,medium
vouafnVg,48,medium
o0GB4CiC8x,61,medium
jfHRpXt5X,58,medium
sHEANZmm#,58,medium
KIvwMdvSP7r2^,76,strong
GZH8tBXiWbFy#,76,strong
snW2TeKkjl@,72,strong
lTPNk2skzKpl#,76,strong
pqrJKWLOy,50,medium
cza43ZdKAlD!,74,strong
SMdVJpVH#,58,medium
Zf6n0RAbGC,61,medium
yy5UZd81yn,61,medium
aJokqfZO1P$,72,strong
hNXqS7s6Syr,64,medium
4mlD3GDA,56,medium
AQWLl8Y2,56,medium
uvFB9ZEMlsl,64,medium
IBqqVkqAum,53,medium
pJ9k2Vwn0iIc,66,medium
mARda7Ko2,58,medium
D6kyrtKaXK@,72,strong
PdEOzfnF4q!,72,strong
TfU07vz30i2,64,medium
IY7eO2fxGLc*,74,strong
5k0aGuROZxr&,74,strong
c3opqAFnyNP&,74,strong
R3h5llz14NW,64,medium
COAnVPYcDmzs,58,medium
R1FDyTt9ubPs@,76,strong
dOIVVHySbyl@,66,medium
VJ73alYKVFM,64,medium
Y5EIzu2mXCC4&,76,strong
LkKjmRH7o2,61,medium
7s9LbrWLz&,69,medium
lMYBaqLk9o4U$,76,strong
RWRYeSgD,48,medium
xxNPQvOJ,48,medium
gOpV5O3O!,66,medium
6WhdLjNc2!,69,medium
N11CyGLzk1ss,66,medium
ObjFJvJN,48,medium
fza6QS2xgX,61,medium
acibMCNX9,58,medium
rnXxONuGYE#,64,medium
TsPOsOxz@,58,medium
7Cpl4JzYR&,69,medium
a4sxiVQcwRA,64,medium
RYWWrbpy,48,medium
Hh2J9pw6yjmh,66,medium
zCW8zKiKJE4,64,medium
idpLxkzMa,50,medium
76JzlvLK,56,medium
Oj4L6HnUT1yF,66,medium
LxWahpkG1pL^,74,strong
LU8Ljhaae*,69,medium
jMUeXTP01TI@,74,strong
mYEjNHiK,48,medium
ZxjW6i4u8O#,72,strong
uoJEALXMq,50,medium
h66ZH8YO1yi*,74,strong
p5BzgGJ8jV,61,medium
0ap6Ehknem,61,medium
0gdEmkE8dz,61,medium
7juMZLemE!,69,medium
sls9rBIaq,58,medium
UH1Wte8aZze,64,medium
WN8Q08fR,56,medium
1KevlpLeX,58,medium
vUTYtZqSMP@,64,medium
cEDdapZat3h!,74,strong
LWHlXbmxV,50,medium
oxYIQr8U,56,medium
HjtLu8xQRmmo,66,medium
m5LDqb43V,58,medium
cSLD8KcQhRf,64,medium
1em1jyguru#,64,medium
oOgOc9XPjbo,64,medium
D7wrDRW1,56,medium
43eUrUZJT,58,medium
2Eyz2luVxao&,74,strong
TsiEIBny,48,medium
5doyoZwiGN,61,medium
qaHh1KK9dTN#,74,strong
LvQVCxCL@,58,medium
OlydSAi7vYEs%,76,strong
7crILQ5nfINh,66,medium
vvn20Vyz1LQ*,74,strong
Etza8zY0tABs,66,medium
U3ziv9wwe,58,medium
eoT6AYtd,56,medium
dhpepuBqR8Tw^,76,strong
KtCJTV5NGAU&,74,strong
nu2ImtLqPCHa,66,medium
V89R0Xfq,56,medium
IkLAolYQ,48,medium
nQn9zqlIiok*,74,strong
MKlkDo5jS1O$,74,strong
bfQaAlVkr%,61,medium
OLG3aPutf0Q&,74,strong
4BBQMm7h&,66,medium
9njVAMW4EC@,72,strong
2F77ysD5Bmw!,74,strong
MkFsNfZNXs*,64,medium
bOAWwkCiJa,53,medium
acRlF8NX6,58,medium
6TrBtEKg58,61,medium
QUZR0LeLRAKM^,76,strong
1LXmZWBn$,66,medium
pxijHR2Xe1gM,66,medium
obRlBT92il,61,medium
RsEk3NvSURdF,66,medium
4hBNOdO8r!,69,medium
R9mSJwsUJH1!,74,strong
FQMJXlQoaM,53,medium
mXdHJifya,50,medium
3TQzrE56tU*,72,strong
g7pAadGuWz,61,medium
sdexpgkps*,53,medium
aXZmzHAFot,53,medium
TC7zcMYq,56,medium
NdcRTHTn8Wre!,76,strong
VNZDE0YJE0uj$,76,strong
yqatcmUxQs,53,medium
JENnpbuZ,48,medium
i8aSpj21,56,medium
vG8iGL2D,56,medium
cfUPDHCL7%,69,medium
FAq4GjaG,56,medium
tN2RXrJjOn8A,66,medium
SxMrCZsGg8!,72,strong
y0n74ffY5Xf,64,medium
sjxwvtMKb,50,medium
oCiOhM6bj*,69,medium
dRX8tqXHNd3r,66,medium
KReXAtmG92H,64,medium
0UCeKtLI&,66,medium
zIFIBmbjb,50,medium
jKQl6WLN@,66,medium
2HjJWGxOVFiY,66,medium
ayS0K2cKnWK$,74,strong
rRP0PLCcS*,69,medium
CM1W19lvBX,61,medium
V0O2guNQ,56,medium
PchfDL2nqYq$,74,strong
8ttDd5gj^,66,medium
mHBuUYWL,48,medium
N2BBd2o8XMwF*,76,strong
YbVoVSAsbA6M,66,medium
FmhKEC4LRjB&,74,strong
VmcJfI5PN9ok^,76,strong
IMppAy64&,66,medium
RyTvNwrfMq5,64,medium
ABu63ePz,56,medium
3gWsqDRdKY*,72,strong
rThY1HrNom5,44,medium
7N8UJOxYh3z,64,medium
LxzBeity#,58,medium
i0hQ8qKc,56,medium
S8I3EMbDC#,69,medium
rzrbkp1dsy%,64,medium
1xdIpUxeK,58,medium
3NwUNEB0qfL^,74,strong
8UudSm68,56,medium
2yiHHJsU7e,61,medium
xTfQsZjfqW,53,medium
CZniQrKrBOAF^,68,medium
dgRDptKu6pAH@,76,strong
EIIgMzGA*,58,medium
zHZiAJm5,56,medium
6lUacld7Au,61,medium
4buZkTfWbz^,72,strong
pTJb8y3m,56,medium
h0rbt1Klk#,69,medium
fPMceVpt@,58,medium
oklx8XjTp,58,medium
QunlyVsBXkK,56,medium
qUTKwBCPM,50,medium
rJNwMZwZf,50,medium
8zYIeE37wpN&,74,strong
sqWwp0Rj2W6,64,medium
AtomJQ5hNVI$,54,medium
r2R9EKsvf,58,medium
6UHnq6rIFAP@,74,strong
TjJKoL3HOzv@,74,strong
yWORfpEm!,58,medium
QWV6qMY74b3%,74,strong
mihrWKsVyuri,58,medium
yRvz4lgi5,58,medium
NsnYq0ePlz4S,66,medium
MBPz3nuL&,66,medium
kWJhWpLT@,58,medium
oqqDPZOmQ,30,weak
rZHQfdeA,48,medium
epHgarOK,48,medium
ct3k4jI2,56,medium
zHc72Lpi,56,medium
p35sqjdte*,61,medium
9fZ5g5xeWgRf,66,medium
2WgQ5Y9sC,58,medium
8GXffiH0s*,69,medium
VL8DFEsA,56,medium
I7cNs8OxW,58,medium
pjv2eo5nd,50,medium
7leHYu9kOT3^,74,strong
EY5CHRrG4A,61,medium
J6ndwKMTAvPy%,76,strong
0lNfjzVww!,69,medium
bcs95gn9xO7,64,medium
cRBY2aNYzL,61,medium
EHazlSh1,56,medium
oIlIrHD1G%,69,medium
afTICXo3@,66,medium
vb0Wm765k,58,medium
iZXBhRP7IcVG!,76,strong
bsM4SusM,56,medium
WF45qDzCT,58,medium
cfFILbnv8ISb,66,medium
IVPgZM4B54Y,64,medium
aYI74WKsVHrJ,66,medium
LANQwjLHaed*,66,medium
oUx3ftBfn,58,medium
s3dwNFmS,56,medium
N0ssVE4u2%,69,medium
oipnFVqCh^,61,medium
p2LuuC0Kbk,61,medium
arwd9nOMuLw,44,medium
tHYGor4i,56,medium
4QLBgsjii&,69,medium
HV4wokzLD9a#,74,strong
U8hojcG6wl@,72,strong
dJNnMEELaOlK@,68,medium
j0xSrEFw8tT,64,medium
YiaXvXnUfxMC,58,medium
rxBrpaTM,48,medium
mM45P8AAAd*,62,medium
ebJIYODdPXM$,66,medium
PyMQBxZN$,58,medium
jQhwj1xNS,58,medium
z4frjtbbUC$,72,strong
UJR2ReiBLM0x*,76,strong
SgOmQzJ2vnGc%,56,medium
YXkAsA12,56,medium
dilr6nYp6w&,72,strong
DzGFKjrXrwht,58,medium
aziJuHugYd,53,medium
U2Sl6TRMK%,69,medium
eJs1O3lWs,58,medium
9Q0PRrvEJ1ih,66,medium
CmOGfCQ6,56,medium
VlN2Q5Rqd,58,medium
yTamNP0WYAa#,74,strong
b6d3Ps4hY,58,medium
m9n0Px6F6QLE,66,medium
Rx0Np432,56,medium
IwzJZhlq@,58,medium
5xZ82e3sgv3S,66,medium
Hd7TJUTr,56,medium
rqdz3vQZ@,66,medium
FnttFmMa5G%,72,strong
g0Bqf5c3WOz,64,medium
OmRBgFy8GAfJ,46,medium
BJSmmzDctb8,64,medium
lwHKABjwwo#,64,medium
jyiDWDIeuY,53,medium
HLmYWaWvjZl,56,medium
KYntNYSkhG6,64,medium
aHY6a45hS*,69,medium
ISkDDCUUh,50,medium
ihTO5mWdBf#,72,strong
isrnQdTDYP,53,medium
UZW45QKD&,58,medium
VyCsLSx0mW^,72,strong
kZriPQwWM,50,medium
hfeq9RCwr,58,medium
dhENh4uUfeR,64,medium
aFivJmqDuCI,56,medium
tFSw3LgJD%,69,medium
p3FzN0Qoj2f,64,medium
QYzwWiyu1Kk,64,medium
rcc2PiHPf,58,medium
WtKIumi2yOT,64,medium
9tAOnLV3Y!,69,medium
SKGKoIGT,48,medium
0GcG8oRru2,61,medium
MdTdqnBAp,50,medium
HNFYiiNGv,50,medium
sCRpCavSeZ9c$,76,strong
aLEmBF8fK%,69,medium
PLDz1OUgY,58,medium
FD1hGYn5,56,medium
4PbTyWNCyKlA,66,medium
aRmNfyYkINPS,58,medium
CKotHivD,48,medium
uLEsIlI7Gt5,64,medium
hB3WuIleZK,61,medium
1vfHeh8Gc2!,72,strong
SlqRl6I3*,66,medium
MNVKbg2v&,66,medium
EkUbPLjl$,58,medium
LYNakcWEm6Y,64,medium
OAqXBo6TrbY,64,medium
YVs67wzW,56,medium
SHEmOpxp,48,medium
xAIHZv2mUq%,72,strong
To6vHAjzEAys#,76,strong
1YDGaFLp,56,medium
VLnZpp8ALuH%,74,strong
XwSKGykZdm$,64,medium
cCoT40KqWvMQ!,76,strong
Au9gciRa,56,medium
O7fnoe4K,56,medium
ZUMZueS4g^,69,medium
b9kw2YjAP4Xv,66,medium
wnlSvs7qU8XZ,66,medium
ofD3sZtQQR5z,66,medium
0zmBx9iftD7S,66,medium
VpgUbph8O!,69,medium
MdJfZoWoMueU,38,medium
uSSYH4hPSB,61,medium
67nWZGI7^,66,medium
OOdwYyw1#,66,medium
gpDVBCLdS!,61,medium
Mmf0msBMnX,61,medium
PKDQgajK6,58,medium
h47Y4nkgAQfd,66,medium
YjgIy3WBQ,58,medium
hbiFBaNvKMT$,66,medium
pta9aWxY*,66,medium
M2UtvdKFCyoW$,76,strong
zQQseSjWHf$,64,medium
PBe2tprdHjao,66,medium
wobImT2PG,58,medium
n0oJPf6Dpxa,64,medium
ROAlcvfRgdDa$,68,medium
I2bOHLgnax,61,medium
UMXsqwLiyuZL,58,medium
eBTYQPFU0ov&,74,strong
5BnbwmgH0Dr,64,medium
TnOS7P7sW,58,medium
EmnsQeCWQ@,61,medium
lFgyGA3zD0&,72,strong
8yFDbxI7arnQ,66,medium
